canonical_text_id	work_count	collections	authors	titles	work_ids
urn:ctsv2:lat:de-situ-terrae-sanctae-ciuitas-hierusalem-habens	2	digiliblt, opengreekandlatin_csel	Theodosius	De Situ Terrae Sanctae | De situ terrae sanctae	langnet:reader:digiliblt:dlt000660 | urn:langnet:ogl:opengreekandlatin_csel:urn:cts:latinLit:stoa0278a.stoa001
